config_file,chunk_size,estimator,pop_min,exp_l,pop_max,exp_r,pop_range,exp_range,nlearn_l,nlearn_r,ch_min,ch_max,poperr_min,poperr_max,poperr_range
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-2.0433196064888595,4.259340549090848,2.784157583585639,7.953670355807738,4.827477190074498,7,2,-2.04260655716653,-2.04260655716653,-1.6510102002280305,1.4751829655052093,3.1261931657332394
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-2.4500146049186484,4.259340549090848,2.784157583585639,7.953670355807738,5.234172188504287,2,0,-2.4500146049186484,-2.4500146049186484,-1.2443152017982415,1.4751829655052093,2.719498167303451
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-2.4500146049186484,4.259340549090848,2.784157583585639,7.953670355807738,5.234172188504287,0,0,-2.4350051994263433,-2.4350051994263433,-1.2443152017982415,1.4751829655052093,2.719498167303451
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-2.4500146049186484,4.259340549090848,2.784157583585639,7.953670355807738,5.234172188504287,0,0,-1.8485470385414788,-1.8485470385414788,-1.2443152017982415,1.4751829655052093,2.719498167303451
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-2.4500146049186484,4.259340549090848,2.9244002807573177,7.953670355807738,5.374414885675966,3,0,-1.9485123011412095,-1.9485123011412095,-1.2443152017982415,1.3349402683335305,2.5792554701317716
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-2.4500146049186484,4.259340549090848,2.9244002807573177,7.953670355807738,5.374414885675966,0,0,-1.6627318332267307,-1.6627318332267307,-1.2443152017982415,1.3349402683335305,2.5792554701317716
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-3.0951246052620864,4.259340549090848,2.9244002807573177,7.953670355807738,6.019524886019404,2,0,-3.0951246052620864,-3.0951246052620864,-0.5992052014548035,1.3349402683335305,1.9341454697883336
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-3.0951246052620864,4.259340549090848,2.9244002807573177,7.953670355807738,6.019524886019404,0,0,-2.578204887502334,-2.578204887502334,-0.5992052014548035,1.3349402683335305,1.9341454697883336
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-3.0951246052620864,4.259340549090848,2.9244002807573177,7.953670355807738,6.019524886019404,0,0,-2.2210779873391457,-2.2210779873391457,-0.5992052014548035,1.3349402683335305,1.9341454697883336
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,2,0,-9.971732744550934,-9.971732744550934,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-2.4143252408739704,-2.4143252408739704,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-1.6792848901893986,-1.6792848901893986,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-2.3931436971295765,-2.3931436971295765,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-1.5281964287949417,-1.5281964287949417,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-3.2382165874809763,-3.2382165874809763,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-2.1053632569891483,-2.1053632569891483,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-2.1539825137727693,-2.1539825137727693,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-2.067292735188497,-2.067292735188497,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-2.634333090657834,-2.634333090657834,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-2.745535016275288,-2.745535016275288,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-2.5433911923974257,-2.5433911923974257,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-2.142038765169008,-2.142038765169008,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-2.6992776298408474,-2.6992776298408474,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-2.929968378548727,-2.929968378548727,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-2.181487835116485,-2.181487835116485,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-1.974399765916752,-1.974399765916752,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-2.3797701665325466,-2.3797701665325466,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-1.8177634392503352,-1.8177634392503352,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-2.3332511067468817,-2.3332511067468817,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-2.5258278202305706,-2.5258278202305706,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-2.3081254210277633,-2.3081254210277633,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-2.8766651955788216,-2.8766651955788216,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-2.736977271171339,-2.736977271171339,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-2.6080403915108517,-2.6080403915108517,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-2.4369447028862337,-2.4369447028862337,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-1.6518075640943228,-1.6518075640943228,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-2.1911727094690026,-2.1911727094690026,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-1.582348670834617,-1.582348670834617,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-2.519048109465486,-2.519048109465486,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-2.693320399428097,-2.693320399428097,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-2.324856542897853,-2.324856542897853,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-1.9669065542514845,-1.9669065542514845,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-2.3584053159572833,-2.3584053159572833,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-1.8711069796823039,-1.8711069796823039,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-2.3697305945028893,-2.3697305945028893,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-1.8388145244027223,-1.8388145244027223,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-1.567801708253299,-1.567801708253299,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-2.2584734125868025,-2.2584734125868025,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-2.6273673892569787,-2.6273673892569787,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-1.9617952091669295,-1.9617952091669295,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-3.69432980671689,-3.69432980671689,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-3.107645564977682,-3.107645564977682,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-1.999851780702556,-1.999851780702556,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-2.853450048805003,-2.853450048805003,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-1.838500143790825,-1.838500143790825,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-2.7761494194103955,-2.7761494194103955,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-1.4112717111125952,-1.4112717111125952,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-2.157009033514165,-2.157009033514165,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-1.9809299273557073,-1.9809299273557073,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_on,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-2.0747180236254716,-2.0747180236254716,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_onmm,-3.69432980671689,-2.04260655716653,4.259340549090848,2.784157583585639,7.953670355807738,4.826764140752169,7,2,-2.04260655716653,-2.04260655716653,-1.65172324955036,1.4751829655052093,3.126906215055569
normalm0sd1n10000,50,bt_est_onmm,-3.69432980671689,-2.04260655716653,4.259340549090848,2.784157583585639,7.953670355807738,4.826764140752169,2,0,-2.4500146049186484,-2.4500146049186484,-1.65172324955036,1.4751829655052093,3.126906215055569
normalm0sd1n10000,50,bt_est_onmm,-3.69432980671689,-2.4350051994263433,4.259340549090848,2.784157583585639,7.953670355807738,5.219162783011982,3,0,-2.4350051994263433,-2.4350051994263433,-1.2593246072905466,1.4751829655052093,2.7345075727957555
normalm0sd1n10000,50,bt_est_onmm,-3.69432980671689,-2.4350051994263433,4.259340549090848,2.784157583585639,7.953670355807738,5.219162783011982,0,0,-1.8485470385414788,-1.8485470385414788,-1.2593246072905466,1.4751829655052093,2.7345075727957555
normalm0sd1n10000,50,bt_est_onmm,-3.69432980671689,-2.4350051994263433,4.259340549090848,2.9244002807573177,7.953670355807738,5.359405480183661,3,0,-1.9485123011412095,-1.9485123011412095,-1.2593246072905466,1.3349402683335305,2.594264875624077
normalm0sd1n10000,50,bt_est_onmm,-3.69432980671689,-2.4350051994263433,4.259340549090848,2.9244002807573177,7.953670355807738,5.359405480183661,0,0,-1.6627318332267307,-1.6627318332267307,-1.2593246072905466,1.3349402683335305,2.594264875624077
normalm0sd1n10000,50,bt_est_onmm,-3.69432980671689,-3.0951246052620864,4.259340549090848,2.9244002807573177,7.953670355807738,6.019524886019404,2,0,-3.0951246052620864,-3.0951246052620864,-0.5992052014548035,1.3349402683335305,1.9341454697883336
normalm0sd1n10000,50,bt_est_onmm,-3.69432980671689,-3.0951246052620864,4.259340549090848,2.9244002807573177,7.953670355807738,6.019524886019404,0,0,-2.578204887502334,-2.578204887502334,-0.5992052014548035,1.3349402683335305,1.9341454697883336
normalm0sd1n10000,50,bt_est_onmm,-3.69432980671689,-3.0951246052620864,4.259340549090848,2.9244002807573177,7.953670355807738,6.019524886019404,0,0,-2.2210779873391457,-2.2210779873391457,-0.5992052014548035,1.3349402683335305,1.9341454697883336
normalm0sd1n10000,50,bt_est_onmm,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,2,0,-9.971732744550934,-9.971732744550934,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_onmm,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-2.4143252408739704,-2.4143252408739704,6.277402937834044,-5.902386406282857,-12.179789344116902
normalm0sd1n10000,50,bt_est_onmm,-3.69432980671689,-9.971732744550934,4.259340549090848,10.161726955373705,7.953670355807738,20.13345969992464,0,0,-1.6792848901893986,-1.6792848901893986,6.277402937834044,-5.902386406282857,-12.179789344116902
