mode,RAW _k,RAW _coverage,RAW _joint,RAW _preq,RAW _ratio_local,RAW _ratio_global,RAW _chunk_far,RAW _auc_max,RAW _auc_sum,DIFF_k,DIFF_coverage,DIFF_joint,DIFF_preq,DIFF_ratio_local,DIFF_ratio_global,DIFF_chunk_far,DIFF_auc_max,DIFF_auc_sum
1,600,93.10095291064145,48.82913793103448,92.66851565426714,1.79222731365906,0.5139834325794601,0.0,0.8491517857142857,0.8630517857142858,599,97.94516259022731,66.1686143572621,97.94462468474099,0.780288760403,0.8527075500522118,0.0,0.7908607142857143,0.8437428571428571
3,600,91.24944664826951,17.895826146947222,90.72558301702324,1.1486558649088299,0.5200459385597735,100.0,0.7565809217577706,0.872336548767417,599,97.0253202416814,59.09676988380658,97.02439999493059,0.7744620018832374,0.7761551990547171,0.0,0.8564076455877099,0.8803251161128974
4,600,90.0534213205352,50.61675392670158,89.79164666259311,1.4580577548127276,0.3999318454029661,1.0,0.8625461121157324,0.8696419529837252,599,95.84602901286904,55.218499710104396,95.84444016330757,1.9578123580718674,0.6499837292782998,0.0,0.7803435804701627,0.8533887884267631
5,600,91.66551419332461,45.23118279569893,90.82155462529754,7.0385395380432,0.4582782766796544,37.0,0.8717283507006827,0.8792903341717571,599,97.11568781711253,61.65027039516085,97.11475054739849,14.649172858370424,0.7320592772212055,0.0,0.873701042040963,0.8692633848365073
